Contract Count,ID,LGA,Population,SEIFA,TargetedGroup,Service,Agency,Indigenous,Year
2,90434~2717,Wentworth,6884,43,122 Youth,A02.1 Child care and preschool,Education,Non Indigenous,"""2014"""
2,90446~2823,Narromine,6854,19,122 Youth,A02.1 Child care and preschool,Education,Non Indigenous,"""2014"""
2,90450~2594,Cootamundra,7749,21,122 Youth,A02.1 Child care and preschool,Education,Non Indigenous,"""2014"""
2,90531~2431,Kempsey,29643,3,122 Youth,A02.1 Child care and preschool,Education,Non Indigenous,"""2014"""
2,90536~2447,Nambucca,19655,6,122 Youth,A02.1 Child care and preschool,Education,Non Indigenous,"""2014"""
2,90687~2852,Mid-Western,24017,47,122 Youth,A02.1 Child care and preschool,Education,Non Indigenous,"""2014"""
2,APL~12499095112~2402,Gwydir,5080,25,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2014"""
2,APL~20132057384~2473,Richmond Valley,22983,5,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2014"""
2,APL~24232406407~2621,Palerang,15510,91,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2014"""
2,APL~25142107444~2583,Upper Lachlan,7761,74,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2014"""
2,APL~35086004097~2095,Manly,44786,96,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2014"""
2,APL~36459049947~2644,Greater Hume,10258,63,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2014"""
2,APL~39100031150~2365,Guyra,4619,18,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2014"""
2,APL~43008496928~2088,Mosman,30276,99,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2014"""
2,APL~58103488482~2871,Forbes,9759,29,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2014"""
2,APL~65150738686~2358,Uralla,6408,62,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2014"""
2,APL~68654722850~2627,Snowy River,8069,80,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2014"""
2,APL~72189919072~2715,Balranald,2400,22,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2014"""
2,APL~76077825355~2587,Harden,3751,23,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2014"""
2,APL~76077825355~2701,Coolamon,4308,52,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2014"""
2,APL~79108738629~2594,Young,12641,28,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Central Darling,2065,2,360 Daily living assistance (multiple needs),A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Central Darling,2065,2,361 Assistance with self-care,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Central Darling,2065,2,362 Assistance with mobility,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Central Darling,2065,2,363 Assistance with communication,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Central Darling,2065,2,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Central Darling,2065,2,"365 Assistance (education, learning)",A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Central Darling,2065,2,366 Assistance with work (disabilities),A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Central Darling,2065,2,"367 Assistance (leisure, community life)",A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Central Darling,2065,2,369 Other disability needs,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Unincorporated NSW,1122,76,360 Daily living assistance (multiple needs),A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Unincorporated NSW,1122,76,361 Assistance with self-care,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Unincorporated NSW,1122,76,362 Assistance with mobility,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Unincorporated NSW,1122,76,363 Assistance with communication,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Unincorporated NSW,1122,76,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Unincorporated NSW,1122,76,"365 Assistance (education, learning)",A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Unincorporated NSW,1122,76,366 Assistance with work (disabilities),A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Unincorporated NSW,1122,76,"367 Assistance (leisure, community life)",A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_ADHC01,Unincorporated NSW,1122,76,369 Other disability needs,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Central Darling,2065,2,120 Rural/remote communities,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Central Darling,2065,2,121 Specific geographic comm.,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Central Darling,2065,2,122 Youth,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Central Darling,2065,2,123 LGBTI Communities,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Central Darling,2065,2,129 Other specified communities,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Central Darling,2065,2,213 Families (parenting assistance),A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Central Darling,2065,2,216 Families (low income or financial crisis),A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Central Darling,2065,2,219 Families (other special needs),A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Central Darling,2065,2,391 People affected by disasters,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Unincorporated NSW,1122,76,120 Rural/remote communities,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Unincorporated NSW,1122,76,121 Specific geographic comm.,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Unincorporated NSW,1122,76,122 Youth,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Unincorporated NSW,1122,76,123 LGBTI Communities,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Unincorporated NSW,1122,76,129 Other specified communities,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Unincorporated NSW,1122,76,213 Families (parenting assistance),A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Unincorporated NSW,1122,76,216 Families (low income or financial crisis),A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Unincorporated NSW,1122,76,219 Families (other special needs),A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_CTP01,Unincorporated NSW,1122,76,391 People affected by disasters,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_DOSS01,Central Darling,2065,2,337 Aged care needs,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11442_2013-15_01_120431_DOSS01,Unincorporated NSW,1122,76,337 Aged care needs,A01.3 Community living support,Transport,Non Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Armidale Dumaresq,25327,67,330 Primary health care needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Armidale Dumaresq,25327,67,339 Mental Health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Armidale Dumaresq,25327,67,349 Other specified health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Armidale Dumaresq,25327,67,359 Other people of immigrant background,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Armidale Dumaresq,25327,67,399 Other individuals (special needs),A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Glen Innes Severn,8966,13,330 Primary health care needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Glen Innes Severn,8966,13,339 Mental Health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Glen Innes Severn,8966,13,349 Other specified health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Glen Innes Severn,8966,13,359 Other people of immigrant background,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Glen Innes Severn,8966,13,399 Other individuals (special needs),A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Gunnedah,12826,28,330 Primary health care needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Gunnedah,12826,28,339 Mental Health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Gunnedah,12826,28,349 Other specified health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Gunnedah,12826,28,359 Other people of immigrant background,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Gunnedah,12826,28,399 Other individuals (special needs),A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Guyra,4619,18,330 Primary health care needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Guyra,4619,18,339 Mental Health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Guyra,4619,18,349 Other specified health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Guyra,4619,18,359 Other people of immigrant background,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Guyra,4619,18,399 Other individuals (special needs),A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Gwydir,5080,25,330 Primary health care needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Gwydir,5080,25,339 Mental Health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Gwydir,5080,25,349 Other specified health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Gwydir,5080,25,359 Other people of immigrant background,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Gwydir,5080,25,399 Other individuals (special needs),A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Inverell,16846,12,330 Primary health care needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Inverell,16846,12,339 Mental Health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Inverell,16846,12,349 Other specified health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Inverell,16846,12,359 Other people of immigrant background,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Inverell,16846,12,399 Other individuals (special needs),A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Liverpool Plains,7819,13,330 Primary health care needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Liverpool Plains,7819,13,339 Mental Health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Liverpool Plains,7819,13,349 Other specified health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Liverpool Plains,7819,13,359 Other people of immigrant background,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Liverpool Plains,7819,13,399 Other individuals (special needs),A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Moree Plains,14092,15,330 Primary health care needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Moree Plains,14092,15,339 Mental Health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Moree Plains,14092,15,349 Other specified health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Moree Plains,14092,15,359 Other people of immigrant background,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Moree Plains,14092,15,399 Other individuals (special needs),A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Narrabri,13764,36,330 Primary health care needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Narrabri,13764,36,339 Mental Health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Narrabri,13764,36,349 Other specified health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Narrabri,13764,36,359 Other people of immigrant background,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Narrabri,13764,36,399 Other individuals (special needs),A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Tamworth,60495,45,330 Primary health care needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Tamworth,60495,45,339 Mental Health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Tamworth,60495,45,349 Other specified health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Tamworth,60495,45,359 Other people of immigrant background,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Tamworth,60495,45,399 Other individuals (special needs),A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Tenterfield,6980,10,330 Primary health care needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Tenterfield,6980,10,339 Mental Health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Tenterfield,6980,10,349 Other specified health needs,A01.3 Community living support,Transport,Indigenous,"""2014"""
2,CTA11680_2013-15_01_120871_ADHC01,Tenterfield,6980,10,359 Other people of immigrant background,A01.3 Community living support,Transport,Indigenous,"""2014"""
